User ID,Number of friends,College Education
IUY1SKY2-BKX5-EASI-415W-8I1G70BGH09D,120,Yes
4IEFK8MY-L952-MJED-DA67-PAN4ALKVPAGE,144,Yes
95J4GVTI-6Z37-SK8X-LP3H-FAVNTKDZCUT1,85,Yes
XCC0QJ17-KFIM-IBZQ-DYNF-WDFXC0EUOT8B,112,No
RFQAGNWW-RHO8-Z7AD-F4Q5-DP0XH36FWGXI,85,Yes
ZBX0ZJOT-EO9D-D96B-N3C3-8WAZHZZOHTY9,0,Unknown
QFQONZ5N-8BIB-ABRM-QFZO-4HF4447DNWYN,45,Unknown
HL9UDORX-CP2O-TJN2-2L6S-SJ438UWLAOZN,0,No
4RQB6D83-JPU0-S6RJ-21R0-9AG4AUXDAW1J,156,Yes
9PZDKMLM-QT6F-NLZ2-WF0H-ILB4RVQJ401R,0,Unknown
JDOX3DVL-40B3-QFBR-N1JZ-H6EUO4VCRGBF,98,Yes
DXFS0V8X-PG67-TU5X-1KMS-HHZP0CK6R5ZP,54,Unknown
HEXXDHH7-WWJ7-SYER-9OVS-C6HSST4WOT0S,0,Unknown
8N8AG730-R9CX-RL7V-K3I9-TRTU8DCJFTJ1,0,Yes
7GE9BYNV-3710-HBYA-MJ55-EWW036PSI9UM,93,Yes
COG69NV2-3S5T-M3DW-5H9Q-BHI2ARMTH216,97,Yes
UKFI4IJ0-J0P5-E897-HG2Q-C3NWZ3CSS27N,119,Yes
T6F6OBUU-OODY-OL7X-W0VK-BHZY8Z3RWGUZ,118,Yes
Q04SK3T4-STT3-JZHZ-6HTW-HH21AG53FJMO,79,No
FAP31E22-JJ7P-4UVI-GFQP-12CJPVY8NNRG,77,Unknown
0BWZ97P8-66OM-CVNP-1DIY-VFDFIVZDLGGO,98,No
JFW0F80T-BZHN-FFVU-JC72-IREJ27VECMUF,0,Unknown
LMPLWQFH-YPLY-6G0D-VD1I-1CX97YG0B2PO,131,Yes
HB17N5D9-62T5-Z6YK-9U9Q-W1TF2O1JOW7V,97,Unknown
ZYX3N2WX-ANG5-OAKP-ZC48-GOL4N1YHQF5X,109,Yes
ELA4VV7V-P7EZ-WMUI-B5IT-59BAQOYWBCUA,149,Yes
D55POWPL-M0HF-MXKL-IUSI-4LQO6GHDLSAJ,0,No
878VXESD-1PCV-3NNP-DNFS-GOB65684B6KN,104,Unknown
MZN8A0EE-QXMW-82FC-PDP8-VT1TX8GG9OXK,125,Yes
U9OF6TP9-D7ET-4S16-AAYV-DH1F84HC2Y7X,94,Yes
OFM9PWVP-LYQF-U64S-TSVB-JT08GL5ULG8A,0,No
SQQM1DAV-U2QN-E8NF-79GB-RO9P6R75RN7S,72,No
V9SP5GP5-EK95-IVFZ-L6QB-BGHC25NDAHEK,127,Yes
B5L6FOAU-5EL4-E0UT-XD94-Z3AS4X9WL0BS,138,No
LNW706BG-AXCP-ICE0-Z5D7-HARZL3M11SXO,83,Yes
ZGTYCS9L-9AF8-X092-3LEA-Z5CDBU4YKONH,102,Yes
XU5ZAWCI-L99H-8CZD-3LAK-F2NAH49N7TYE,81,Unknown
8Q77ZETF-0EY5-WEEJ-1FOV-9Y4K5IL46BZN,127,Yes
RUQN37NU-TDNR-5QZG-XPIW-J47GW0HJGDIC,109,No
XPXJOQH5-2GUE-BBGV-NY0N-EIM663U5L8GY,82,No
I8XOVQHH-VOBY-X45P-RSVZ-UF3THFJGDYMG,98,No
4WO964YS-WZ6F-ZMSZ-B6GY-I1VJDGLZUG37,101,Yes
4LCSE5BV-4YUG-75XU-3157-D0RRZMQONCVT,83,Yes
FT658JTZ-Y14C-K2Y7-GY2I-04AP5F9M63HT,108,No
DRDUEL2C-OZ0X-S7Q4-SGPP-CJEV3D0UFH68,126,No
UPJQC69J-OYJY-JT2P-A9AL-JPZ8IYWO5PIY,107,No
IT9V0HQR-KYMW-C5CL-OZ4H-FXNQDLB4U45O,0,No
W252J8IB-X7I8-9II7-M4FS-NOPK87LBCA97,79,Yes
DSG3JU9R-N4HT-5N8R-1SWT-L9XV2L9PA1WT,125,Unknown
S7VVSFQB-H1QB-HNKH-FGGH-VXI87KZRS11Y,109,Yes
VG0N5EIA-0XTV-KJOR-07EU-2K8MQ4M0SAG6,154,Yes
58NWCFPQ-0YO3-LFZD-7XMY-RK0E5IMTRV5I,67,No
0M7PVXM0-Z9VI-1D4F-TO7Y-KSEKZNMV3E7I,0,Unknown
J0LN63XT-ZIPE-EVF0-4EKC-EDMKQWPEG12B,95,Yes
TU64390Z-4F1A-7GQR-K67T-HT35XIDGK023,0,No
YYUM5A2N-STJM-UX6E-W55N-FVMFD0QAB84I,0,Yes
O07FMP88-BOU7-WE7O-RREN-QHE3R5C2XIBQ,106,No
SPE905JV-D0UI-8XF5-0EHY-3VL7ASP71X8Z,165,No
2K08YARY-EWKA-071Y-8QM0-T3OHZWR0JZ8G,98,No
H79PMPHI-URQA-8JDW-D9DT-T1B7WHX3LBQ7,105,Yes
GLBVZUSF-9ZRX-6HGR-Z50U-2QUM3Y5M19VD,45,No
JBZNBID9-QL4W-47NP-8989-D4X3H5XY8R4Q,0,No
2C9S6UXA-M3IF-M9KA-T856-3CMA1L6X2CFO,138,No
00XMHBI6-AN6U-LTH3-FA3V-8YVELW29LYS3,0,No
VF0D1KFO-9LF3-9F2I-IGEM-BWB7SGKXXERS,113,Yes
DBPVNOCK-8JP1-YILN-8GNU-KQLHBZ0I73TK,112,No
QMD8032W-3T6R-ROS2-80C5-8SW1OVJNZ0UW,0,Yes
I2JQQZYZ-PON3-QMR4-5LKP-YXQJG21NKAEU,109,Yes
6TG5ZS7S-A6DN-IZLU-CGVJ-DB2CVS2S4CVF,114,Yes
GO2FI5V3-XYC4-0IC1-P8M5-OWKE6A1CR9M3,122,Yes
8Y3ATF97-N0YP-2O7A-2DHP-IH9EDJZMC9YM,0,No
95DT3P8P-HCIL-J6LJ-K8JV-KTB78V81UZS2,0,Yes
NBTKE5VR-3AZL-HZV2-WVUJ-D4CXVUVVGPIN,59,Yes
9UEL0WUL-EB5T-KET8-V1A7-09QQVHZQ1OW5,0,No
KZY01KSX-ASRR-7PUX-MWL6-EOG35LOIMXLJ,97,Yes
JQ5AZ9UU-E44I-UB2R-3B7T-ETXPDVOBNO2N,0,No
ZV32PGY8-TZM3-CED0-6GCA-B644GU1YD5R6,94,No
6HVFOKCX-PT6L-JVS4-70O3-GEWR69M3FD5L,137,No
VPLHQOH1-XHCF-SQKX-V74G-WUZXP1LQQ418,55,Unknown
PXA0GUIQ-93RR-I1OE-5ESH-TTH2Y8YPO4LD,156,No
Z4XDY09G-61TQ-L69F-339U-F8SFZ4VM0UL0,167,No
YIOVWR2C-810J-47LH-T640-M3T3B5TDQE30,0,Yes
S047B4NK-DF3X-LAH3-F3QZ-8BZVEG8OJ9U0,98,Yes
KLA6SX7E-AJQU-590G-LLLA-U07DAJQTC8F2,119,No
N2LDG431-XBYI-O067-YZOQ-TUS0TJJCIU04,105,Yes
JBY95YOI-CCSN-YB7P-J7C0-3GF5JJAN616T,49,Unknown
2CP9QNX3-UFF5-9XRD-V5QI-AKH2C0G2TBB6,122,Yes
PU64RYG3-3XV6-42X9-0FVH-2GL3KQBJ39MZ,85,No
ZZWRNF8P-XF6Q-MCYW-7KSW-F441M19BE623,92,Yes
OLJEN6FE-69IE-W69H-JP3Q-G2G5L6MFSCGI,0,No
WOZIB72U-WI9R-Q62B-JM82-76MR5BD1UKQZ,87,No
1WDXFLV5-KHHG-A0K3-QVO3-OQQOQPIET1G0,141,No
74H6VTU9-7STJ-3K0C-AOFY-ZK06NC3PH78O,103,Yes
B9I6SGF4-ESAI-07IV-85TU-I2KHM3326OZL,103,No
ZBZ4G265-7J04-UACS-BOJX-HMT65D6DSTYU,0,Yes
MHH6550E-OWMO-EEMF-1MJK-1U9CJH92BGEQ,122,Yes
JO2FZI0L-Y236-WG1D-CDUG-SCR45GFX67Y0,107,Yes
OSAIZSKQ-02V8-UG1L-KVZD-2OD88MMYCHEV,85,Unknown
MBI46X14-6K4W-I296-XVH9-OWWBOPVMT6HN,151,Unknown
AOMLBTMS-XD8T-KYMB-55FV-3O2QZOEGAH6C,0,No
XEZBHTRB-U3QT-RH5J-19P6-B7LVV66HRZT9,64,Unknown
RYY6XSIG-3PCR-QFZ8-632H-5N89ZB313H94,99,No
NEJTE6E6-Z4J4-CBUW-SIGT-K4YO4PVBQ6VI,56,Unknown
1NPJ6453-SUIJ-K7O5-4HAQ-RTRHQ1R99KV2,122,No
0HDOR1T2-7A93-HLOI-YJZN-X8D8VZICMJDV,123,No
NY89S6T0-L848-HZK5-IOMA-96PN7DGIL1SD,98,Yes
PSIL3RF7-TCXI-EEDQ-PNWZ-KN1U2CEDYMM0,0,No
ZMJZ5890-CBFC-NEHY-KH7Y-PGOAZRS9ARYG,,Unknown
Q44G36NK-IZ5D-Q75J-6BLQ-D3HLHC9QAT7A,68,Yes
4I02ODHC-W4NM-BBE8-YUDG-73RNWCRBGURP,134,No
THZRMSSF-ZACD-EB3B-ROX6-TR3SLN0D4UKT,114,Yes
C4YTMZ28-XNTF-L94A-UZ7F-13GZ9W3CX7N3,96,No
XTFQL4YD-8O9F-ZU7V-WHHA-NBL3OTE2157P,105,Unknown
NQY61MRO-4BVB-JEXU-0JDO-197N3GZDKGY0,0,No
002CHZCT-97S9-35NW-VHBP-J1B9946F6RT7,118,Yes
Q2XDXGJG-HD6Z-HNWO-SH6J-RGUPSGQGBEAI,52,No
JOQU6YKY-25JX-7Q9I-QXM7-X7TWA08W8IZS,95,Yes
BFSCY3YI-MC5Q-BXVJ-8N4T-QPM30TGPJ7S3,123,No
HK2MIN42-BJFJ-FKSJ-0T8D-3X8L20XOA1UP,134,Yes
A5B53VYZ-AQ62-BQ7K-V0P4-43EO4DA60F5X,0,Yes
4U64MOMX-96AG-54XE-6PVY-HEL0Z1347QQ7,0,Unknown
YNCF4DED-WC1Z-76BR-9F2V-96TGI1ZW9YRG,108,No
6LO5FZOZ-8CK9-IGCT-VFJI-7ASRI15UYK3P,134,Yes
QQWD7BZW-BLLZ-QNH9-25K5-72RRP3GPDWOT,98,No
UEVUF00C-31ND-TFFN-Z75U-G13MQMSXN20F,88,No
MLOUC6H6-S14B-W077-JSBM-672U4L1G7HOF,96,Yes
E4Y1M6BI-7QQI-PHGP-XBBI-8MT18OV8WNPN,0,Yes
GC03GFPY-MSKH-1HGD-AW1E-8KDAAWW58ZIW,119,No
QHAE8HTK-C39N-XT1G-C0FE-M5EB84Z09LPF,94,No
2AG2YIO0-V2JY-DHOO-SPHV-RTF8SG0ILWMT,128,Yes
323A75DU-4EE9-9J5B-H7AV-OK9EBFA9MGL6,0,Yes
H1I6RH2L-859R-Q7O3-U0TL-K22TQFSTILWA,0,Yes
0D87ZNR0-3MET-V0Q8-4P7Y-BXKFTOW2DMVA,0,Unknown
XDI77M5S-PHJM-A2G0-3MGD-VG9DPU4QGLHM,113,No
6DIE9E3U-POBM-RUD4-X4OY-JF5D859FWWXI,136,No
7WNEHFAC-QO60-M6PU-4GMY-8FILH748CGKJ,93,No
QJH92MG2-YPA4-0YUR-T2E7-5HG93HHUNX1R,77,Unknown
34J7J62B-SBX7-2FBS-JB2G-7Q34UE75QA4X,103,Yes
K6IZQ8CU-D65N-L0JE-58MM-1AAHNQ7RBI7S,93,Unknown
HCVTLXVU-VW09-D0FW-KDD3-SMTC1M33ULDW,110,Yes
XS1VL7CR-C18K-8K6J-VUML-U3GSPEUG6NV8,128,Yes
AHVFUXFC-K7RY-Q1VB-KKC1-7QT327BQ146P,100,No
OPUO4W0U-OLFN-QIB7-QFC7-PAZIZS9Z1MCZ,109,No
RESMZRWN-WQV4-5REZ-QG2D-TSPU7GSJ3BGZ,144,Yes
K9WS96AR-CIEB-2YRW-93TL-88MCF16Z7GL1,0,Unknown
M49DFH35-7OXC-VKOJ-NX8M-TLIBZ58KZ1FB,100,Yes
9PV207KF-FNZC-HIY9-V4EG-P6YUU461IBUQ,0,No
P71VCG49-67UU-OK3L-TOQS-LLZU7UN93423,155,Unknown
COJKM9LF-VRS2-J3BY-NCBY-GVPL98BF16VJ,113,Yes
FOBMXRQT-CHPN-VJ43-OTU1-VVBRSDUY1EIZ,95,Yes
JV0W5UPU-JACK-UY1Y-WWBJ-G2OW083B851H,0,Yes
9EORSBH3-CCBH-L6UY-MSM7-CRH73DWVIST5,117,No
L3BRLOB0-6F1K-IBAS-CH2Q-LRGU8WH02R54,104,Yes
VEXBCH1K-DCG3-MHKO-0GWC-UMKSBSZBK9CZ,123,Yes
0124555D-YMDJ-M0E4-YAV5-HZYZT5TPXHBE,96,No
432L85EQ-JE5W-Z979-1WYS-HYE27GGTKLIE,0,Unknown
9B0WJSTT-4EID-5NNA-HD36-2Q2NA162JNLU,100,No
60H25PK2-E1H3-RW5W-WBU0-06L009WPUZLA,114,Yes
XVRN8GY4-FXR8-ITP4-IPW7-CMZ69S9M8R5K,0,Yes
0ZWISHI1-FBCY-5LL9-41DU-KU01XGPICEEO,101,No
RR4CKZ5C-BTRH-3FSL-KB9Z-TQ4C3HJUG0BP,87,Yes
VCRZX9ID-CALU-MILB-0KUO-H3YVBO5XT404,99,Yes
XY6XUF3W-OWMN-ECVF-I7LY-RX5G21FYY91R,85,No
77QJ350Z-WATR-S9L7-726F-77YC652PP3QZ,132,Yes
R7XFN5FX-LJNY-HWRV-7QTN-48J1HJUSB9JD,98,Unknown
UQ685A0I-MAX5-IBW9-FZ0Z-YZ7CHAOTBN7N,148,Yes
71NRKQMW-WQ7F-I0JN-RK10-MEE6P04MBBS3,106,Yes
YMOM1GRA-0VOY-RFLS-0T9M-3R9H3XCJ7LOJ,84,Unknown
1HO4YG8C-25NC-BDXI-9G2U-637SW7G9UG6U,115,Yes
3Z9OIVDL-HRQ8-8ZV4-0DEC-UB2N9IVSAWE0,165,Yes
VYVYA336-GXR0-4WDN-43MN-YOAHSXQP593L,93,Yes
HK6XQ1QS-18EM-RSQ8-2PMQ-OY8BRX8APUHL,0,Unknown
M70ITP2S-Z2QU-DAB1-IT82-MNIPSP16RSEF,128,No
QC9TEFJN-INR9-NFYF-A8ZK-21RDY5FV24GM,0,Unknown
9ACCENKF-O629-62YA-ZYLY-3JV7DQJVFAED,0,Yes
3NEH7F6Z-K00D-2OY3-IHK6-3D0IXGHDKV5T,142,Yes
98VAZI6M-VUIQ-LDTN-W612-YHBX29OUM5UZ,84,No
YRPZNZC1-0YZ1-JRV9-ZR4G-UOWAA5P5Z2UO,0,Unknown
5DD4I445-PBBT-NXW6-MX20-XQ0VTJXIB44D,127,No
ZCPLSE4V-J436-6VPI-386Q-MS99I9S93DUW,148,Yes
EZJSYD5Y-S5HB-GQTD-PPQ6-8S60CE944DUD,0,No
14S7C6L4-P2K0-8S4H-Y36E-W6QQPT25IWYV,158,Unknown
YLTHAZQW-Y13G-UVT1-96CK-FV0P15QVORO1,102,No
B7CTLFBM-L2WL-FJM4-A0GA-E8N5VD20DOSY,133,Unknown
ZNAUJ730-MJ3K-VGAD-1EP6-Y3FHHA15R6W3,99,No
C94ER05L-56W6-TOZQ-CT45-8VY1GFBPNCCE,67,Unknown
RF6C34JV-30VM-USW0-NBAO-4AZD3SRCCAEM,108,Yes
7L7FOLRG-ZXYY-1WHI-B8KM-JC05U9P5ANU8,150,Unknown
B17Z8IGD-YKO9-SE4X-75WE-7RJGRJBGTWAD,102,Yes
T7SII4IN-IMAB-0MYO-336L-J9648P0HMLPL,69,Yes
ST4MFIY9-98S1-2SL7-KYGW-P62LIMP0ITWT,111,Yes
8Z1AYXPE-OP79-5S8E-2WIC-LY30GYH6EE2B,84,Unknown
9XEOG2TO-KCDF-DQX8-X6B6-AV1TOMWAGCDD,133,No
4PT0Q1R4-8WWK-5RI4-GSFC-52M98HNEVONO,72,Unknown
FPSZTQ2Z-KMCA-UBIA-UCAZ-B4KA0AI2KL7X,102,Unknown
I7J1L7Z8-8HR8-JSKH-Z1F1-9KPYL09K6R94,0,Unknown
DCRZDUCO-RE4P-CG29-DYLO-4DA89R4I4AUV,142,No
C6X3ESFX-WLO1-RUEN-WJHA-D356Z8GK58RU,106,Yes
W54K3BLX-CJOB-6QMM-JXAD-MSH3YXS8XN8J,128,No
AKWGC4S2-A9DA-U9P4-FN2X-AIC7DF5D9NQ7,85,No
81U665OA-VP80-LTWL-I6TS-JGYVIRX9ZX5N,100,Yes
1XPBLFQO-HBRN-LIR6-Z4U8-NLBPPWP1RHYI,72,Yes
GFS7ILM3-9E8F-PUO3-7YCE-8C33TGWHKPZH,77,No
OU8Q7WT9-HWJI-PT02-KNW6-D3FM5J9USMHG,0,Unknown
UU51EIWY-9JSR-7ROB-ILDF-MNAHWMFUTKII,87,Unknown
42X2FS6J-LDOP-3NDJ-ID2I-HSNFMXE2JCP6,81,No
58TBQV69-AR1Q-20V0-ZPZ9-T42EFTX9SGO5,0,No
EB9DXAIY-KD8S-UO9R-H4XW-2L0YNS87KGFO,104,Unknown
JDBFI8B9-XS9Y-7JLF-I4HU-BPL5DZI4UUDY,123,No
UP0CYK00-SIT6-FH8R-82GC-JVZBP4JTCIXV,117,Yes
IQ3SYY02-QZYX-INRU-3JI3-9VB9ZRM9J6RX,56,Unknown
SK6TI7X9-3Z2X-Y27R-FNDI-7NNWTA99GE5J,96,No
GBM583DS-LV8Q-TPOR-JHUA-A4ZVWV5TNQCG,120,Yes
4889IQTO-N4CU-KAI0-UJGU-4SS13NWQLMI1,128,Yes
CZWVJD7D-L0HX-G5P0-6T7M-2XXPIWYV6HYQ,60,Unknown
WXLUE6GK-VZ2K-GNGA-6B6D-CN3VTC69ROW6,0,Yes
L76CTR1P-L5JK-MMYK-FKU3-D8JSGZRWVFXS,56,Yes
KVPW3SQ7-VIIM-VHK8-DGX9-62RNDLV37DNI,0,Unknown
UDCYVVG6-LGXN-5Z16-D4XX-XXB7Y84ZDAL3,46,Unknown
TXRBZ13K-YLD4-NM8I-0T2S-RN9UWB1AXNJQ,102,No
1WUUJGL6-NFGK-NMOF-UN3X-LN6Z02T9ON5L,0,No
K84TSYAG-314Q-YFU4-CJ4H-STOIOD9VH8Y6,87,Yes
6SMKKAM1-EADJ-I316-W0O6-AY4UR0GGS83P,110,Yes
54GKEAUB-GXFA-JCX1-02J7-4LXTUBPM3JR2,0,Unknown
35HVVPMS-O36A-768G-EW5B-UKHSOQCBDXZY,92,No
2QTQ5GZ0-7O7R-H7B1-KD6C-3EGOW84UQZCW,81,No
EELFU3LA-O8RW-D4JH-RTG1-WN95I1AIWBNS,88,No
1HY3ODTX-HQ08-U7XM-4BD9-VI26OYKNPI48,142,Yes
TI676BIG-TOCD-UA3K-VBID-RN3BVFMPFOP9,111,No
IVOD0RJP-SA9T-VBD3-3L0Z-S3WGP1NH2L9F,119,No
J076CI56-20AS-ZBDE-YNM1-GMAGGP9ZHSWG,113,Yes
GKY5USW0-5F59-OIQV-9B3P-F2YB821LZ3IC,101,Yes
U6VENPH7-S8K4-HKPL-N2Q2-6EMG0NZ90OXS,0,Yes
BFLVJZW5-YYLO-YDAP-MFJE-M2VRIG1XRNB7,118,No
2MECEZQV-RMVX-AVFF-NR5Q-6OTMCWX9SZ7R,0,Yes
J8Y3ZR4I-4F8R-HKZZ-5J1Q-QWZLMRLYL4VV,96,Yes
06A8JRHZ-30PO-62WB-NQ5Q-L9NWA65H9MDN,103,Yes
C1UXQAP2-V5I0-TCT8-ULI3-NPNM742ONXI0,82,No
6T19H8F2-I0LQ-BOAD-SCOC-5UJW0N9W89XU,110,Unknown
7SBVH3R2-XK37-0G1L-Z7DZ-AUGB1HVDC22D,89,Yes
UBI669JH-79HK-EWN1-MEJ7-OIRESY2BF979,0,Unknown
Q2TZL2XP-XLM3-P9KI-ITWQ-TBR83H1N72Z9,125,Yes
FA6PT5M5-W2I7-AVI9-QG19-TVSQHMM1LG11,0,No
0GK92T5A-9766-6ZXB-SY1D-JTPRT4YD0VQ2,91,No
U7SI8JI7-IDID-WIVV-BUJK-XC3K0M5QM6LZ,95,No
9Z148BJM-CFUJ-VY43-YCCK-RVKME1834PSC,161,Yes
9AYSLGRB-UL21-0LB0-6NZS-QMRI55544NCE,0,No
SLIIK26A-INQX-YAWY-7F1B-QIPD9Z34PUA7,0,Yes
9Y9NC66R-MVGC-XHUU-4JAB-4VM99JKP2QOS,104,Yes
HOV0G31S-Z68L-UQFD-6ICS-9VBHPVB9HS6M,103,Yes
GN4W29UL-X2KZ-7Z2Q-YN41-WV2V9I43FJ6Y,135,Yes
U55DM30J-FE2Z-JG6P-9YWR-3QYN470MVWM6,87,No
MUOEIV59-X528-4R8U-UM3S-4ZKRXM6PYPR2,101,Yes
451Z5APQ-YKO8-EAAS-39LZ-KU8PNYO8VZ2Z,165,Yes
2S01JU9H-QDKP-MBI1-LG4E-MVJUKR06AZ19,66,Unknown
I6EMQV90-W8BJ-ZDHX-8AXI-X04VWA8G1SGL,114,Yes
S9JLWFKS-NBR6-Y9W6-TIXE-H4SPRQIRFQAK,118,No
BJC447IV-8VN6-UP2R-L3YA-VUM19SHJOATE,79,Yes
LMCOD32G-RFDG-LAC5-85MX-7WZSONLEDO6J,123,No
X9T8H3TQ-B3KO-16ZM-SAUD-80JNA3BHXNUB,80,Yes
VYHXF9Z5-JE5A-DR9D-E6FZ-KHGNXKAO451X,126,No
VLMRF7ME-VA0Q-SEGP-67HJ-U2BJMK77YW1C,0,No
JMU0FXGY-OABW-MO1U-DW9G-7C6UZVACKHNO,0,No
J8Z4KPRS-FVRP-8HBF-LJX3-UL92FK9FTV23,60,Unknown
I5M5KJQ2-1JZ9-35HF-YBN3-ZXK0Q62PEWMT,91,Yes
BMWFIPIT-GMW7-ZTDG-QEOH-WZWYKRIZRQFX,119,No
EWQ83PTX-BB61-FL1G-AK97-650VT56SCVR4,85,Yes
SB6RYG7F-N25O-VNBC-PU1B-JSLY6U3OJP69,53,Unknown
WHLD22IG-IXWF-COYX-CM62-X43ZMW8G34H4,0,Unknown
PW6ILKPD-9EAS-G9B8-2YSM-4GY0QP74V3TZ,0,Yes
GEJ5TKUR-YGQH-LDQU-7CYY-124RZUXJQ84X,110,Yes
WH7KG4I9-78NL-CQCS-JMDJ-G8Y7FNBN9E8L,119,Unknown
K1I7UV9O-1DJ3-6OZP-Z92H-FHD3ORGTBICS,149,No
8WH5KXXC-7YY1-F5HD-N944-HYCHNRSKC0Q0,166,No
L4EI7OFP-0WI2-DB9T-9DNE-DFBVJWS7LEHJ,0,No
JC2QI10P-39AA-V2DH-4K51-PRLLGG95K4CN,115,No
ZOGLZCA3-VVY8-FDQB-1E02-AHPDH5ZDMMWT,101,No
F76P329O-4RJV-BUQ9-TR32-SDDXU026Q4G1,0,No
YGI7DCAO-D9DK-P0DB-K3BH-XNUQXDX921GL,85,No
X7R1JU3V-HV5N-7MMB-E9N1-8DAL79Q60DVK,79,Yes
Z7UBDUBO-MPZA-ID0B-OC8M-73NSBAQ9CLNX,107,No
HXQ8EVEE-5AVJ-A9D1-4PTZ-E48CP4EQ17ZE,0,Yes
S4H3VWF3-40X7-BRSP-ICXA-YR861HF417J9,109,No
AZ5ZAMYU-OYP5-M9QB-LQ4O-QXCH84N71HA2,105,No
VY9PV0CY-WY1S-8LGO-DRI3-PB3QXILIUSEA,87,Yes
Y08KF9R1-0WGQ-XK30-BRUV-8PIA9SDM6BLJ,106,No
A5YTDE5Y-HR6J-IH60-7KGJ-UWUCEZKTXM36,105,Yes
NES6KWXC-1C3K-4JLT-4GFK-DMB6G7HCUTVV,58,Unknown
VKCCE534-ZD91-A7HE-I0A2-SIADQD6BAG0D,95,Yes
V8UFOE0Q-V9L6-JLVU-NO1Q-E8NTX11AJF0U,101,Yes
ZJU4BK5D-XDYZ-ARMQ-J1ZI-0IVTI998QV0Y,0,Yes
8RSGK5X0-HN29-DXV2-OX2Q-38OUAP1QXUUU,0,No
LSNHK30V-4V2W-Z86J-G8NZ-7LQRSL8XOXEE,90,Yes
KD1DLIDV-MYG8-VBWK-ONOB-OLTLA71QRFC8,142,Yes
BCZ5N686-C3FX-HALX-0YAV-YPS5AFTY2WH4,56,Unknown
1NZJRM2G-L1O1-57RF-7JNT-QMRKXG5IDE9T,108,No
VFWVLA3C-G5NI-1CGR-KAUE-VO3CPXPVGJ4F,166,Yes
TEXI19R4-590W-MKD7-WVGO-4LY5BALT4WUL,55,Unknown
Y9TE3NJQ-F2V6-AMJA-XJZ4-GMZF6WBV9N99,0,No
WKP6OZMO-JYL4-N8RX-MIQJ-V546J2ORQIJS,153,No
YZJK16A4-OYT2-7XPV-XJI2-Z1Z18GFA8DZH,153,Yes
WS7PODIV-FB9M-X0MC-LJMH-85IRSC3VB1HW,84,No
RPIO9HP4-2IWL-LHEF-RTA9-C6O0NVXY5PKO,120,Yes
JB37G6JZ-USM2-SR7T-PLCO-KIH0L4L1ADYD,,Unknown
VW9HJNB2-YT4Z-RF5W-BTTA-7WH5L8B3A5PE,163,No
UGSHLFYL-BWBK-BBZ8-2AA2-NPLJOSMUVH0Q,106,No
UA5925OF-K787-BG0J-XOA1-36J1R04O4FUU,91,Yes
33DM4TD9-M882-L5NM-YQ90-JEBP6Q7GB9TG,0,No
Z6SJWM1V-02DE-1H3P-G3XO-RYDU8XS67DCA,107,Yes
VFRP54X9-UWJZ-YOZL-CP9Y-S93M8MNV3WSU,71,No
HNWE4N1I-MOYQ-GLD7-0Q0L-OC28PHYR851M,125,Yes
77PLSZIG-867T-X13T-AMPI-0WVGBSVM352G,123,No
1S9ERNA1-1GO6-5ASY-2I0N-SVUUS76FH1XM,109,Yes
DSWLPNBG-6Y8X-7GQC-7A37-4O6XHVQ5U5CI,119,Yes
IJMTL6UE-WMVH-8TTZ-B1FR-G9WJW6UM0R45,104,No
JBPAIZMF-CR78-CVSF-WSZE-VL81N6O3WH82,136,Yes
7F2IM4OJ-PDD0-4WHP-Z7AN-UXOI9DXWW222,123,Yes
IBI3XZS4-4E0H-IL8C-LQPY-WMXET1Y40KZT,165,No
H7X4VLSB-0URR-GNYJ-1I66-CBYDTLUBXIMP,88,Yes
ZEFM099X-BFZS-V0MX-DKUA-VQO6FE6PVL17,83,Yes
J85ER79I-CZ4N-SGP2-ETA8-DEX1GRL59UGT,102,Yes
GP7HU6JZ-URTR-S0AQ-NLA9-U9ISJHXVFMPN,92,Yes
NV2S55XU-2ZOG-VFXZ-WTI1-UMI69ISXXMX1,65,Unknown
PR48L0WD-O3TQ-3RL1-JG0W-FU5XC2U2KBII,0,Unknown
937FO7NZ-Q75A-ID5M-KRYG-2NFETRV084GC,130,Yes
6X1JJFFN-HCNO-U8KP-0AAD-8WYMR2G2XTAA,111,Unknown
76BB2JJJ-XH8M-BLDQ-ECW6-G6N8WITSQGC6,157,Unknown
5NI74F9S-FYW1-JO81-3OM6-B0407NNN8BYT,115,No
0IPMNAGN-RVU0-DFB6-GENT-MKSS26FGHYX8,166,Unknown
MJVIN9XJ-N8T1-J5T2-AEM0-7LF72UWSLUD6,86,No
W1N5JP7B-2QV8-QVL3-862M-HQ5MP45TRBHA,102,Yes
1XY0STPN-95K0-Y7VV-KIFO-D7GC38U3DOIJ,129,Yes
O86A809V-37UA-FSS3-5BK7-QF7FVHR00HPT,97,Yes
0G4HNBPZ-2N35-FD07-L2L7-WD89ZNE88IP3,115,Yes
FAONA85F-3BIB-9U2B-GVF8-6R2GB2HQ01JB,117,Yes
AJ4KG551-Y9E7-BDBN-8WVR-6EEBAZCJPZL7,147,No
XIDJ8KIR-SB5O-QGS7-C4YE-82ODVMXVBHEJ,139,Unknown
699WHLL2-GHLM-1SGE-WLLD-RZ9UK5E91RH2,81,No
QWDS61J1-308J-7IWG-TQF0-I89U0EHG3ATO,97,No
